"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03789V04537","Local Authority Area","C03723V04471","Sex Profile","UNIT","VALUE"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","-","All buyers","Number","1560"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","110","Sole male buyer","Number","270"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","120","Sole female buyer","Number","230"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","130","Joint buyers - male & female","Number","1020"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","10"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","-","All buyers","Number","1850"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","110","Sole male buyer","Number","280"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","120","Sole female buyer","Number","270"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","130","Joint buyers - male & female","Number","1170"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","140","Joint buyers - 2 male","Number","40"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","70"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","-","All buyers","Number","1190"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","110","Sole male buyer","Number","180"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","120","Sole female buyer","Number","180"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","130","Joint buyers - male & female","Number","790"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","-","All buyers","Number","2060"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","110","Sole male buyer","Number","200"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","120","Sole female buyer","Number","260"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","130","Joint buyers - male & female","Number","1550"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","40"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","-","All buyers","Number","2070"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","110","Sole male buyer","Number","300"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","120","Sole female buyer","Number","300"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","130","Joint buyers - male & female","Number","1380"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2016","2016","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","60"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","IE0","Ireland","-","All buyers","Number","69310"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","IE0","Ireland","110","Sole male buyer","Number","9130"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","IE0","Ireland","120","Sole female buyer","Number","8590"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","IE0","Ireland","130","Joint buyers - male & female","Number","48520"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","IE0","Ireland","140","Joint buyers - 2 male","Number","830"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","IE0","Ireland","150","Joint buyers - 2 female","Number","690"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","IE0","Ireland","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","1550"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","-","All buyers","Number","1570"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","110","Sole male buyer","Number","290"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","120","Sole female buyer","Number","270"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","130","Joint buyers - male & female","Number","940"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","50"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","-","All buyers","Number","1640"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","110","Sole male buyer","Number","240"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","120","Sole female buyer","Number","220"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","130","Joint buyers - male & female","Number","1070"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","150","Joint buyers - 2 female","Number","40"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","70"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","-","All buyers","Number","1000"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","110","Sole male buyer","Number","190"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","120","Sole female buyer","Number","140"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","130","Joint buyers - male & female","Number","620"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","-","All buyers","Number","5990"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","110","Sole male buyer","Number","760"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","120","Sole female buyer","Number","690"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","130","Joint buyers - male & female","Number","4320"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","140","Joint buyers - 2 male","Number","60"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","150","Joint buyers - 2 female","Number","50"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","100"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","-","All buyers","Number","650"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","110","Sole male buyer","Number","100"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","120","Sole female buyer","Number","80"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","130","Joint buyers - male & female","Number","440"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","-","All buyers","Number","8570"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","110","Sole male buyer","Number","1240"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","120","Sole female buyer","Number","1210"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","130","Joint buyers - male & female","Number","5510"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","140","Joint buyers - 2 male","Number","190"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","150","Joint buyers - 2 female","Number","140"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","270"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","-","All buyers","Number","4620"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","110","Sole male buyer","Number","390"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","120","Sole female buyer","Number","490"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","130","Joint buyers - male & female","Number","3570"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","140","Joint buyers - 2 male","Number","40"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","150","Joint buyers - 2 female","Number","40"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","90"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","-","All buyers","Number","1570"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","110","Sole male buyer","Number","300"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","120","Sole female buyer","Number","230"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","130","Joint buyers - male & female","Number","940"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","140","Joint buyers - 2 male","Number","30"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","70"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","-","All buyers","Number","5880"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","110","Sole male buyer","Number","530"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","120","Sole female buyer","Number","530"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","130","Joint buyers - male & female","Number","4660"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","140","Joint buyers - 2 male","Number","70"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","150","Joint buyers - 2 female","Number","60"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","30"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","-","All buyers","Number","1920"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","110","Sole male buyer","Number","280"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","120","Sole female buyer","Number","240"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","130","Joint buyers - male & female","Number","1330"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","40"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","-","All buyers","Number","1360"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","110","Sole male buyer","Number","230"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","120","Sole female buyer","Number","170"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","130","Joint buyers - male & female","Number","830"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","90"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","-","All buyers","Number","3750"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","110","Sole male buyer","Number","360"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","120","Sole female buyer","Number","370"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","130","Joint buyers - male & female","Number","2900"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","140","Joint buyers - 2 male","Number","40"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","150","Joint buyers - 2 female","Number","30"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","50"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","-","All buyers","Number","970"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","110","Sole male buyer","Number","120"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","120","Sole female buyer","Number","130"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","130","Joint buyers - male & female","Number","690"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","-","All buyers","Number","1900"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","110","Sole male buyer","Number","300"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","120","Sole female buyer","Number","290"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","130","Joint buyers - male & female","Number","1200"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","140","Joint buyers - 2 male","Number","30"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","60"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","-","All buyers","Number","480"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","110","Sole male buyer","Number","110"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","120","Sole female buyer","Number","70"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","130","Joint buyers - male & female","Number","290"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","-","All buyers","Number","1710"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","110","Sole male buyer","Number","240"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","120","Sole female buyer","Number","250"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","130","Joint buyers - male & female","Number","1130"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","140","Joint buyers - 2 male","Number","30"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","150","Joint buyers - 2 female","Number","30"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","40"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","-","All buyers","Number","2540"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","110","Sole male buyer","Number","440"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","120","Sole female buyer","Number","380"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","130","Joint buyers - male & female","Number","1570"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","120"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","-","All buyers","Number","570"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","110","Sole male buyer","Number","110"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","120","Sole female buyer","Number","100"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","130","Joint buyers - male & female","Number","320"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","-","All buyers","Number","970"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","110","Sole male buyer","Number","120"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","120","Sole female buyer","Number","130"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","130","Joint buyers - male & female","Number","680"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2017","2017","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","150","Joint buyers - 2 female","Number","20"
