"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03867V04617","County Where Property Was Purchased","C03734V04482","Purchasers Location Given During Purchase","UNIT","VALUE"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","RNC","Co. Roscommon","Number","110"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","SOC","Co. Sligo","Number","110"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","TYC","Co. Tipperary","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","WDC","Co. Waterford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","WKC","Co. Wicklow","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","WMC","Co. Westmeath","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","WXC","Co. Wexford","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","XB","Great Britain","Number","1030"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","XI","Northern Ireland","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","ZZNM2","North America","Number","100"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1443-13a3-e055-000000000001","Co. Mayo","ZZZ10","Rest of the World","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","999","Unknown","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","CEC","Co. Clare","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","CKC","Co. Cork","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","CNC","Co. Cavan","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","CWC","Co. Carlow","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","DLC","Co. Donegal","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","DNC","Co. Dublin","Number","550"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","EURXIEUK","European Countries excluding Ireland and the UK","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","GYC","Co. Galway","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","KEC","Co. Kildare","Number","400"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","KKC","Co. Kilkenny","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","KYC","Co. Kerry","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","LDC","Co. Longford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","LHC","Co. Louth","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","LKC","Co. Limerick","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","LMC","Co. Leitrim","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","LSC","Co. Laois","Number","270"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","MHC","Co. Meath","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","MNC","Co. Monaghan","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","MOC","Co. Mayo","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","OYC","Co. Offaly","Number","3760"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","RNC","Co. Roscommon","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","SOC","Co. Sligo","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","TYC","Co. Tipperary","Number","110"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","WDC","Co. Waterford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","WKC","Co. Wicklow","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","WMC","Co. Westmeath","Number","160"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","WXC","Co. Wexford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","XB","Great Britain","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","XI","Northern Ireland","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","ZZNM2","North America","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1446-13a3-e055-000000000001","Co. Offaly","ZZZ10","Rest of the World","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","999","Unknown","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","CEC","Co. Clare","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","CKC","Co. Cork","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","CNC","Co. Cavan","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","CWC","Co. Carlow","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","DLC","Co. Donegal","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","DNC","Co. Dublin","Number","560"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","EURXIEUK","European Countries excluding Ireland and the UK","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","GYC","Co. Galway","Number","330"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","KEC","Co. Kildare","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","KKC","Co. Kilkenny","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","KYC","Co. Kerry","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","LDC","Co. Longford","Number","210"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","LHC","Co. Louth","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","LKC","Co. Limerick","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","LMC","Co. Leitrim","Number","220"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","LSC","Co. Laois","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","MHC","Co. Meath","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","MNC","Co. Monaghan","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","MOC","Co. Mayo","Number","160"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","OYC","Co. Offaly","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","RNC","Co. Roscommon","Number","3370"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","SOC","Co. Sligo","Number","110"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","TYC","Co. Tipperary","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","WDC","Co. Waterford","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","WKC","Co. Wicklow","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","WMC","Co. Westmeath","Number","380"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","WXC","Co. Wexford","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","XB","Great Britain","Number","570"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","XI","Northern Ireland","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","ZZNM2","North America","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1447-13a3-e055-000000000001","Co. Roscommon","ZZZ10","Rest of the World","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","999","Unknown","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","CEC","Co. Clare","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","CKC","Co. Cork","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","CNC","Co. Cavan","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","CWC","Co. Carlow","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","DLC","Co. Donegal","Number","120"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","DNC","Co. Dublin","Number","510"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","EURXIEUK","European Countries excluding Ireland and the UK","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","GYC","Co. Galway","Number","240"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","KEC","Co. Kildare","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","KKC","Co. Kilkenny","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","KYC","Co. Kerry","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","LDC","Co. Longford","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","LHC","Co. Louth","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","LKC","Co. Limerick","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","LMC","Co. Leitrim","Number","310"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","LSC","Co. Laois","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","MHC","Co. Meath","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","MNC","Co. Monaghan","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","MOC","Co. Mayo","Number","360"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","OYC","Co. Offaly","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","RNC","Co. Roscommon","Number","220"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","SOC","Co. Sligo","Number","4570"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","TYC","Co. Tipperary","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","WDC","Co. Waterford","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","WKC","Co. Wicklow","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","WMC","Co. Westmeath","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","WXC","Co. Wexford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","XB","Great Britain","Number","290"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","XI","Northern Ireland","Number","70"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","ZZNM2","North America","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-1449-13a3-e055-000000000001","Co. Sligo","ZZZ10","Rest of the World","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","999","Unknown","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","CEC","Co. Clare","Number","270"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","CKC","Co. Cork","Number","350"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","CNC","Co. Cavan","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","CWC","Co. Carlow","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","DLC","Co. Donegal","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","DNC","Co. Dublin","Number","500"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","EURXIEUK","European Countries excluding Ireland and the UK","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","GYC","Co. Galway","Number","120"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","KEC","Co. Kildare","Number","110"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","KKC","Co. Kilkenny","Number","230"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","KYC","Co. Kerry","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","LDC","Co. Longford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","LHC","Co. Louth","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","LKC","Co. Limerick","Number","650"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","LMC","Co. Leitrim","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","LSC","Co. Laois","Number","100"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","MHC","Co. Meath","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","MNC","Co. Monaghan","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","MOC","Co. Mayo","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","OYC","Co. Offaly","Number","190"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","RNC","Co. Roscommon","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","SOC","Co. Sligo","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","TYC","Co. Tipperary","Number","8740"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","WDC","Co. Waterford","Number","150"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","WKC","Co. Wicklow","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","WMC","Co. Westmeath","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","WXC","Co. Wexford","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","XB","Great Britain","Number","370"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","XI","Northern Ireland","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","ZZNM2","North America","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144a-13a3-e055-000000000001","Co. Tipperary","ZZZ10","Rest of the World","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","999","Unknown","Number","100"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","CEC","Co. Clare","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","CKC","Co. Cork","Number","730"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","CNC","Co. Cavan","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","CWC","Co. Carlow","Number","120"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","DLC","Co. Donegal","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","DNC","Co. Dublin","Number","870"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","EURXIEUK","European Countries excluding Ireland and the UK","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","GYC","Co. Galway","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","KEC","Co. Kildare","Number","220"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","KKC","Co. Kilkenny","Number","580"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","KYC","Co. Kerry","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","LDC","Co. Longford","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","LHC","Co. Louth","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","LKC","Co. Limerick","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","LMC","Co. Leitrim","Number","0"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","LSC","Co. Laois","Number","50"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","MHC","Co. Meath","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","MNC","Co. Monaghan","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","MOC","Co. Mayo","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","OYC","Co. Offaly","Number","20"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","RNC","Co. Roscommon","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","SOC","Co. Sligo","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","TYC","Co. Tipperary","Number","520"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","WDC","Co. Waterford","Number","8660"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","WKC","Co. Wicklow","Number","100"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","WMC","Co. Westmeath","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","WXC","Co. Wexford","Number","360"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","XB","Great Britain","Number","420"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","XI","Northern Ireland","Number","10"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","ZZNM2","North America","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144b-13a3-e055-000000000001","Co. Waterford","ZZZ10","Rest of the World","Number","80"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","999","Unknown","Number","60"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","CEC","Co. Clare","Number","30"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","CKC","Co. Cork","Number","100"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","CNC","Co. Cavan","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","CWC","Co. Carlow","Number","90"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","DLC","Co. Donegal","Number","40"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","DNC","Co. Dublin","Number","5440"
"CRP05C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-144e-13a3-e055-000000000001","Co. Wicklow","EURXIEUK","European Countries excluding Ireland and the UK","Number","60"
